Tipo de dato,Archivo,Tamaño (bytes),Repetición,AES-256 tiempo (s),ECDSA tiempo (s)
PlainText,PlainText_500MB.txt,500000000,97,0.5501748,0.2393957
PlainText,PlainText_500MB.txt,500000000,98,0.5478503,0.2380159
PlainText,PlainText_500MB.txt,500000000,99,0.5481163,0.2389489
PlainText,PlainText_500MB.txt,500000000,100,0.5505774,0.2395785
BinaryDLL,Binary_1KB.dll,1024,1,3.3e-06,5.96e-05
BinaryDLL,Binary_1KB.dll,1024,2,2e-06,2.91e-05
BinaryDLL,Binary_1KB.dll,1024,3,1.5e-06,2.64e-05
BinaryDLL,Binary_1KB.dll,1024,4,1.6e-06,3.75e-05
BinaryDLL,Binary_1KB.dll,1024,5,1.3e-06,4.44e-05
BinaryDLL,Binary_1KB.dll,1024,6,1.4e-06,4.36e-05
BinaryDLL,Binary_1KB.dll,1024,7,1.4e-06,4.32e-05
BinaryDLL,Binary_1KB.dll,1024,8,1.4e-06,4.21e-05
BinaryDLL,Binary_1KB.dll,1024,9,1.5e-06,3.98e-05
BinaryDLL,Binary_1KB.dll,1024,10,1.4e-06,4.2e-05
BinaryDLL,Binary_1KB.dll,1024,11,1.4e-06,5.06e-05
BinaryDLL,Binary_1KB.dll,1024,12,1.3e-06,4.46e-05
BinaryDLL,Binary_1KB.dll,1024,13,1.5e-06,4.31e-05
BinaryDLL,Binary_1KB.dll,1024,14,1.4e-06,4.35e-05
BinaryDLL,Binary_1KB.dll,1024,15,1.4e-06,4.2e-05
BinaryDLL,Binary_1KB.dll,1024,16,1.5e-06,4.07e-05
BinaryDLL,Binary_1KB.dll,1024,17,1.4e-06,4.25e-05
BinaryDLL,Binary_1KB.dll,1024,18,1.4e-06,4.42e-05
BinaryDLL,Binary_1KB.dll,1024,19,1.4e-06,4.16e-05
BinaryDLL,Binary_1KB.dll,1024,20,3.7e-06,4.46e-05
BinaryDLL,Binary_1KB.dll,1024,21,1.5e-06,4.26e-05
BinaryDLL,Binary_1KB.dll,1024,22,1.4e-06,4.19e-05
BinaryDLL,Binary_1KB.dll,1024,23,1.4e-06,4.22e-05
BinaryDLL,Binary_1KB.dll,1024,24,1.4e-06,4.3e-05
BinaryDLL,Binary_1KB.dll,1024,25,1.4e-06,4.27e-05
BinaryDLL,Binary_1KB.dll,1024,26,1.4e-06,4.28e-05
BinaryDLL,Binary_1KB.dll,1024,27,1.4e-06,4.05e-05
BinaryDLL,Binary_1KB.dll,1024,28,1.4e-06,3.98e-05
BinaryDLL,Binary_1KB.dll,1024,29,1.4e-06,4.17e-05
BinaryDLL,Binary_1KB.dll,1024,30,1.4e-06,4.3e-05
BinaryDLL,Binary_1KB.dll,1024,31,1.3e-06,3.89e-05
BinaryDLL,Binary_1KB.dll,1024,32,1.4e-06,3.02e-05
BinaryDLL,Binary_1KB.dll,1024,33,1.3e-06,4.09e-05
BinaryDLL,Binary_1KB.dll,1024,34,1.4e-06,4.21e-05
BinaryDLL,Binary_1KB.dll,1024,35,1.4e-06,4.13e-05
BinaryDLL,Binary_1KB.dll,1024,36,1.4e-06,4.18e-05
BinaryDLL,Binary_1KB.dll,1024,37,1.4e-06,4.23e-05
BinaryDLL,Binary_1KB.dll,1024,38,1.3e-06,4.39e-05
BinaryDLL,Binary_1KB.dll,1024,39,1.4e-06,4.4e-05
BinaryDLL,Binary_1KB.dll,1024,40,1.4e-06,4.27e-05
BinaryDLL,Binary_1KB.dll,1024,41,1.4e-06,4.03e-05
BinaryDLL,Binary_1KB.dll,1024,42,1.4e-06,4.63e-05
BinaryDLL,Binary_1KB.dll,1024,43,1.4e-06,4.33e-05
BinaryDLL,Binary_1KB.dll,1024,44,1.4e-06,4.14e-05
BinaryDLL,Binary_1KB.dll,1024,45,1.4e-06,4.43e-05
BinaryDLL,Binary_1KB.dll,1024,46,1.4e-06,4.28e-05
BinaryDLL,Binary_1KB.dll,1024,47,1.4e-06,4.19e-05
BinaryDLL,Binary_1KB.dll,1024,48,1.4e-06,4.28e-05
BinaryDLL,Binary_1KB.dll,1024,49,1.4e-06,4.54e-05
BinaryDLL,Binary_1KB.dll,1024,50,1.4e-06,4.34e-05
BinaryDLL,Binary_1KB.dll,1024,51,1.4e-06,4.36e-05
BinaryDLL,Binary_1KB.dll,1024,52,1.4e-06,4.29e-05
BinaryDLL,Binary_1KB.dll,1024,53,1.4e-06,4.39e-05
BinaryDLL,Binary_1KB.dll,1024,54,1.5e-06,4.39e-05
BinaryDLL,Binary_1KB.dll,1024,55,1.4e-06,4.18e-05
BinaryDLL,Binary_1KB.dll,1024,56,1.4e-06,3.75e-05
BinaryDLL,Binary_1KB.dll,1024,57,1.4e-06,3.78e-05
BinaryDLL,Binary_1KB.dll,1024,58,1.4e-06,4.63e-05
BinaryDLL,Binary_1KB.dll,1024,59,1.4e-06,4.25e-05
BinaryDLL,Binary_1KB.dll,1024,60,1.4e-06,4.41e-05
BinaryDLL,Binary_1KB.dll,1024,61,1.4e-06,4.23e-05
BinaryDLL,Binary_1KB.dll,1024,62,1.4e-06,4.28e-05
BinaryDLL,Binary_1KB.dll,1024,63,1.4e-06,4.23e-05
BinaryDLL,Binary_1KB.dll,1024,64,1.4e-06,4.13e-05
BinaryDLL,Binary_1KB.dll,1024,65,1.4e-06,4.22e-05
BinaryDLL,Binary_1KB.dll,1024,66,1.4e-06,4.28e-05
BinaryDLL,Binary_1KB.dll,1024,67,1.4e-06,4.1e-05
BinaryDLL,Binary_1KB.dll,1024,68,1.4e-06,4.33e-05
BinaryDLL,Binary_1KB.dll,1024,69,1.4e-06,4.38e-05
BinaryDLL,Binary_1KB.dll,1024,70,1.4e-06,4.31e-05
BinaryDLL,Binary_1KB.dll,1024,71,1.4e-06,4.28e-05
BinaryDLL,Binary_1KB.dll,1024,72,1.5e-06,4.31e-05
BinaryDLL,Binary_1KB.dll,1024,73,1.5e-06,4.49e-05
BinaryDLL,Binary_1KB.dll,1024,74,1.3e-06,4.33e-05
BinaryDLL,Binary_1KB.dll,1024,75,1.4e-06,4.36e-05
BinaryDLL,Binary_1KB.dll,1024,76,1.4e-06,3.95e-05
BinaryDLL,Binary_1KB.dll,1024,77,1.4e-06,4.01e-05
BinaryDLL,Binary_1KB.dll,1024,78,1.4e-06,4.18e-05
BinaryDLL,Binary_1KB.dll,1024,79,1.4e-06,4.27e-05
BinaryDLL,Binary_1KB.dll,1024,80,1.3e-06,4.34e-05
BinaryDLL,Binary_1KB.dll,1024,81,1.4e-06,4.21e-05
BinaryDLL,Binary_1KB.dll,1024,82,1.3e-06,4.17e-05
BinaryDLL,Binary_1KB.dll,1024,83,1.4e-06,3.81e-05
BinaryDLL,Binary_1KB.dll,1024,84,1.4e-06,3.5e-05
BinaryDLL,Binary_1KB.dll,1024,85,1.4e-06,3.19e-05
BinaryDLL,Binary_1KB.dll,1024,86,1.4e-06,2.56e-05
BinaryDLL,Binary_1KB.dll,1024,87,1.4e-06,2.47e-05
BinaryDLL,Binary_1KB.dll,1024,88,1.4e-06,2.44e-05
BinaryDLL,Binary_1KB.dll,1024,89,1.4e-06,2.42e-05
BinaryDLL,Binary_1KB.dll,1024,90,1.4e-06,2.42e-05
BinaryDLL,Binary_1KB.dll,1024,91,1.4e-06,2.43e-05
BinaryDLL,Binary_1KB.dll,1024,92,1.5e-06,2.42e-05
BinaryDLL,Binary_1KB.dll,1024,93,1.4e-06,2.42e-05
BinaryDLL,Binary_1KB.dll,1024,94,1.4e-06,2.44e-05
BinaryDLL,Binary_1KB.dll,1024,95,1.4e-06,2.42e-05
BinaryDLL,Binary_1KB.dll,1024,96,1.4e-06,2.43e-05
BinaryDLL,Binary_1KB.dll,1024,97,1.4e-06,2.41e-05
BinaryDLL,Binary_1KB.dll,1024,98,1.4e-06,2.4e-05
BinaryDLL,Binary_1KB.dll,1024,99,1.4e-06,2.42e-05
BinaryDLL,Binary_1KB.dll,1024,100,1.4e-06,2.41e-05
BinaryDLL,Binary_488KB.dll,500000,1,0.0006429,0.0003215
BinaryDLL,Binary_488KB.dll,500000,2,0.0004591,0.0002738
BinaryDLL,Binary_488KB.dll,500000,3,0.0004574,0.0002753
BinaryDLL,Binary_488KB.dll,500000,4,0.0004655,0.0002689
BinaryDLL,Binary_488KB.dll,500000,5,0.0004563,0.0002726
BinaryDLL,Binary_488KB.dll,500000,6,0.0004592,0.0002797
BinaryDLL,Binary_488KB.dll,500000,7,0.0004573,0.0002746
BinaryDLL,Binary_488KB.dll,500000,8,0.000459,0.0002772
BinaryDLL,Binary_488KB.dll,500000,9,0.0004642,0.0002634
BinaryDLL,Binary_488KB.dll,500000,10,0.000457,0.0002735
BinaryDLL,Binary_488KB.dll,500000,11,0.0004554,0.0002645
BinaryDLL,Binary_488KB.dll,500000,12,0.0004545,0.0002621
BinaryDLL,Binary_488KB.dll,500000,13,0.0004652,0.000262
BinaryDLL,Binary_488KB.dll,500000,14,0.000457,0.0002736
BinaryDLL,Binary_488KB.dll,500000,15,0.0004585,0.0002935
BinaryDLL,Binary_488KB.dll,500000,16,0.0004575,0.0002896
BinaryDLL,Binary_488KB.dll,500000,17,0.0004641,0.0002886
BinaryDLL,Binary_488KB.dll,500000,18,0.0004549,0.0002871
BinaryDLL,Binary_488KB.dll,500000,19,0.0004579,0.0002907
BinaryDLL,Binary_488KB.dll,500000,20,0.0004574,0.0002981
BinaryDLL,Binary_488KB.dll,500000,21,0.0004571,0.0002904
BinaryDLL,Binary_488KB.dll,500000,22,0.0004639,0.0002974
BinaryDLL,Binary_488KB.dll,500000,23,0.0004585,0.0002895
BinaryDLL,Binary_488KB.dll,500000,24,0.0004582,0.0002925
BinaryDLL,Binary_488KB.dll,500000,25,0.0004581,0.0002907
BinaryDLL,Binary_488KB.dll,500000,26,0.0004645,0.0002911
BinaryDLL,Binary_488KB.dll,500000,27,0.0004553,0.0002904
BinaryDLL,Binary_488KB.dll,500000,28,0.0004549,0.0002907
BinaryDLL,Binary_488KB.dll,500000,29,0.0004803,0.0003053
BinaryDLL,Binary_488KB.dll,500000,30,0.0004639,0.0002908
BinaryDLL,Binary_488KB.dll,500000,31,0.0004565,0.0002908
BinaryDLL,Binary_488KB.dll,500000,32,0.0004587,0.0002844
BinaryDLL,Binary_488KB.dll,500000,33,0.0004581,0.0002802
BinaryDLL,Binary_488KB.dll,500000,34,0.0004591,0.000266
BinaryDLL,Binary_488KB.dll,500000,35,0.0004629,0.0002678
BinaryDLL,Binary_488KB.dll,500000,36,0.0004535,0.0002696
BinaryDLL,Binary_488KB.dll,500000,37,0.0004562,0.0002627
BinaryDLL,Binary_488KB.dll,500000,38,0.0004598,0.000262
BinaryDLL,Binary_488KB.dll,500000,39,0.0004656,0.0002667
BinaryDLL,Binary_488KB.dll,500000,40,0.0004585,0.0002627
BinaryDLL,Binary_488KB.dll,500000,41,0.0004589,0.0002619
BinaryDLL,Binary_488KB.dll,500000,42,0.000458,0.0002758
BinaryDLL,Binary_488KB.dll,500000,43,0.0004642,0.0002733
BinaryDLL,Binary_488KB.dll,500000,44,0.0004523,0.0002681
BinaryDLL,Binary_488KB.dll,500000,45,0.0004547,0.0002619
BinaryDLL,Binary_488KB.dll,500000,46,0.0004564,0.0002664
BinaryDLL,Binary_488KB.dll,500000,47,0.0004551,0.0002629
BinaryDLL,Binary_488KB.dll,500000,48,0.0004693,0.000262
BinaryDLL,Binary_488KB.dll,500000,49,0.0004584,0.0002617
BinaryDLL,Binary_488KB.dll,500000,50,0.0004513,0.0002707
BinaryDLL,Binary_488KB.dll,500000,51,0.0004537,0.0002685
BinaryDLL,Binary_488KB.dll,500000,52,0.0004567,0.000262
BinaryDLL,Binary_488KB.dll,500000,53,0.0004483,0.0002619
BinaryDLL,Binary_488KB.dll,500000,54,0.0004504,0.0002729
BinaryDLL,Binary_488KB.dll,500000,55,0.0004492,0.0002637
BinaryDLL,Binary_488KB.dll,500000,56,0.0004494,0.000267
BinaryDLL,Binary_488KB.dll,500000,57,0.0004532,0.0002735
BinaryDLL,Binary_488KB.dll,500000,58,0.0004522,0.0002726
BinaryDLL,Binary_488KB.dll,500000,59,0.0004505,0.0002692
BinaryDLL,Binary_488KB.dll,500000,60,0.0004507,0.0002621
BinaryDLL,Binary_488KB.dll,500000,61,0.0004558,0.0002762
BinaryDLL,Binary_488KB.dll,500000,62,0.0004475,0.0002649
BinaryDLL,Binary_488KB.dll,500000,63,0.0004505,0.0002621
BinaryDLL,Binary_488KB.dll,500000,64,0.0004499,0.000262
BinaryDLL,Binary_488KB.dll,500000,65,0.0004508,0.0002705
BinaryDLL,Binary_488KB.dll,500000,66,0.0004541,0.0002632
BinaryDLL,Binary_488KB.dll,500000,67,0.0004486,0.000262
BinaryDLL,Binary_488KB.dll,500000,68,0.0004514,0.0002674
BinaryDLL,Binary_488KB.dll,500000,69,0.0004491,0.0002677
BinaryDLL,Binary_488KB.dll,500000,70,0.0004563,0.0002629
BinaryDLL,Binary_488KB.dll,500000,71,0.0004504,0.000262
BinaryDLL,Binary_488KB.dll,500000,72,0.000448,0.0002816
BinaryDLL,Binary_488KB.dll,500000,73,0.0004469,0.0002739
BinaryDLL,Binary_488KB.dll,500000,74,0.0004539,0.0002634
BinaryDLL,Binary_488KB.dll,500000,75,0.0004496,0.0002621
BinaryDLL,Binary_488KB.dll,500000,76,0.0004508,0.0002859
BinaryDLL,Binary_488KB.dll,500000,77,0.0004554,0.0002635
BinaryDLL,Binary_488KB.dll,500000,78,0.0004552,0.0002623
BinaryDLL,Binary_488KB.dll,500000,79,0.0004581,0.0002681
BinaryDLL,Binary_488KB.dll,500000,80,0.0004499,0.0002671
BinaryDLL,Binary_488KB.dll,500000,81,0.0004513,0.0002626
BinaryDLL,Binary_488KB.dll,500000,82,0.0004498,0.000262
BinaryDLL,Binary_488KB.dll,500000,83,0.0004569,0.0002655
BinaryDLL,Binary_488KB.dll,500000,84,0.0004481,0.0002672
BinaryDLL,Binary_488KB.dll,500000,85,0.0004506,0.0002625
BinaryDLL,Binary_488KB.dll,500000,86,0.0004488,0.0002661
BinaryDLL,Binary_488KB.dll,500000,87,0.0004506,0.0002698
BinaryDLL,Binary_488KB.dll,500000,88,0.0004532,0.0002629
BinaryDLL,Binary_488KB.dll,500000,89,0.0004521,0.000262
BinaryDLL,Binary_488KB.dll,500000,90,0.0004493,0.0002618
BinaryDLL,Binary_488KB.dll,500000,91,0.0004501,0.000267
BinaryDLL,Binary_488KB.dll,500000,92,0.0004548,0.0002697
BinaryDLL,Binary_488KB.dll,500000,93,0.0004476,0.0002621
BinaryDLL,Binary_488KB.dll,500000,94,0.0004486,0.0002621
BinaryDLL,Binary_488KB.dll,500000,95,0.0004793,0.0002671
BinaryDLL,Binary_488KB.dll,500000,96,0.0004501,0.0002627
BinaryDLL,Binary_488KB.dll,500000,97,0.0004549,0.0002621
BinaryDLL,Binary_488KB.dll,500000,98,0.0004504,0.0002619
BinaryDLL,Binary_488KB.dll,500000,99,0.0004481,0.0002672
BinaryDLL,Binary_488KB.dll,500000,100,0.0004501,0.0002681
BinaryDLL,Binary_2441KB.dll,2500000,1,0.002764,0.001282
BinaryDLL,Binary_2441KB.dll,2500000,2,0.0028824,0.0012285
BinaryDLL,Binary_2441KB.dll,2500000,3,0.0029859,0.0012243
BinaryDLL,Binary_2441KB.dll,2500000,4,0.0030101,0.0012201
BinaryDLL,Binary_2441KB.dll,2500000,5,0.0028004,0.0012168
BinaryDLL,Binary_2441KB.dll,2500000,6,0.0029691,0.001226
BinaryDLL,Binary_2441KB.dll,2500000,7,0.0030945,0.0012135
BinaryDLL,Binary_2441KB.dll,2500000,8,0.0029676,0.001211
BinaryDLL,Binary_2441KB.dll,2500000,9,0.0032898,0.0012181
BinaryDLL,Binary_2441KB.dll,2500000,10,0.0029037,0.0012163
BinaryDLL,Binary_2441KB.dll,2500000,11,0.0027913,0.0012115
BinaryDLL,Binary_2441KB.dll,2500000,12,0.0029526,0.0012159
BinaryDLL,Binary_2441KB.dll,2500000,13,0.003109,0.0012114
BinaryDLL,Binary_2441KB.dll,2500000,14,0.0029351,0.0012216
BinaryDLL,Binary_2441KB.dll,2500000,15,0.0027752,0.0012162
BinaryDLL,Binary_2441KB.dll,2500000,16,0.0027655,0.0012125
BinaryDLL,Binary_2441KB.dll,2500000,17,0.002896,0.0012208
BinaryDLL,Binary_2441KB.dll,2500000,18,0.0028629,0.0012205
BinaryDLL,Binary_2441KB.dll,2500000,19,0.0028996,0.0012079
BinaryDLL,Binary_2441KB.dll,2500000,20,0.0027805,0.0012149
BinaryDLL,Binary_2441KB.dll,2500000,21,0.0028238,0.0012167
BinaryDLL,Binary_2441KB.dll,2500000,22,0.0027891,0.0012172
BinaryDLL,Binary_2441KB.dll,2500000,23,0.0030063,0.0012158
BinaryDLL,Binary_2441KB.dll,2500000,24,0.0031682,0.0012109
BinaryDLL,Binary_2441KB.dll,2500000,25,0.0030185,0.0012172
BinaryDLL,Binary_2441KB.dll,2500000,26,0.0028899,0.0012227
BinaryDLL,Binary_2441KB.dll,2500000,27,0.0028137,0.0012135
BinaryDLL,Binary_2441KB.dll,2500000,28,0.0027745,0.0012439
BinaryDLL,Binary_2441KB.dll,2500000,29,0.002811,0.0012413
BinaryDLL,Binary_2441KB.dll,2500000,30,0.0030384,0.0012461
BinaryDLL,Binary_2441KB.dll,2500000,31,0.0030477,0.0012436
BinaryDLL,Binary_2441KB.dll,2500000,32,0.0027792,0.0012424
BinaryDLL,Binary_2441KB.dll,2500000,33,0.0028029,0.0012503
BinaryDLL,Binary_2441KB.dll,2500000,34,0.0028585,0.0012177
BinaryDLL,Binary_2441KB.dll,2500000,35,0.0027698,0.0012124
BinaryDLL,Binary_2441KB.dll,2500000,36,0.0027797,0.0012173
BinaryDLL,Binary_2441KB.dll,2500000,37,0.0027614,0.0012115
BinaryDLL,Binary_2441KB.dll,2500000,38,0.0027518,0.001216
BinaryDLL,Binary_2441KB.dll,2500000,39,0.0027465,0.0012128
BinaryDLL,Binary_2441KB.dll,2500000,40,0.0027554,0.001215
BinaryDLL,Binary_2441KB.dll,2500000,41,0.0027285,0.0012144
BinaryDLL,Binary_2441KB.dll,2500000,42,0.0027707,0.0012216
BinaryDLL,Binary_2441KB.dll,2500000,43,0.0027377,0.0012149
BinaryDLL,Binary_2441KB.dll,2500000,44,0.0027229,0.001217
BinaryDLL,Binary_2441KB.dll,2500000,45,0.0027305,0.0012148
BinaryDLL,Binary_2441KB.dll,2500000,46,0.0027361,0.001213
BinaryDLL,Binary_2441KB.dll,2500000,47,0.0027407,0.0012668
BinaryDLL,Binary_2441KB.dll,2500000,48,0.0027422,0.0012473
BinaryDLL,Binary_2441KB.dll,2500000,49,0.0027337,0.0012472
BinaryDLL,Binary_2441KB.dll,2500000,50,0.0027707,0.0012204
BinaryDLL,Binary_2441KB.dll,2500000,51,0.0027484,0.0012126
BinaryDLL,Binary_2441KB.dll,2500000,52,0.0027852,0.0012168
BinaryDLL,Binary_2441KB.dll,2500000,53,0.0028125,0.0012115
BinaryDLL,Binary_2441KB.dll,2500000,54,0.0027827,0.0012159
BinaryDLL,Binary_2441KB.dll,2500000,55,0.002709,0.0012174
BinaryDLL,Binary_2441KB.dll,2500000,56,0.0027744,0.0012081
BinaryDLL,Binary_2441KB.dll,2500000,57,0.0027355,0.0012134
BinaryDLL,Binary_2441KB.dll,2500000,58,0.0027323,0.0012174
BinaryDLL,Binary_2441KB.dll,2500000,59,0.002746,0.0012081
BinaryDLL,Binary_2441KB.dll,2500000,60,0.0027331,0.0012155
BinaryDLL,Binary_2441KB.dll,2500000,61,0.0027376,0.001212
BinaryDLL,Binary_2441KB.dll,2500000,62,0.002794,0.0012133
BinaryDLL,Binary_2441KB.dll,2500000,63,0.0027514,0.001238
BinaryDLL,Binary_2441KB.dll,2500000,64,0.0027625,0.001208
BinaryDLL,Binary_2441KB.dll,2500000,65,0.0027637,0.001215
BinaryDLL,Binary_2441KB.dll,2500000,66,0.002734,0.0012407
BinaryDLL,Binary_2441KB.dll,2500000,67,0.0028065,0.0012461
BinaryDLL,Binary_2441KB.dll,2500000,68,0.0027654,0.0012444
BinaryDLL,Binary_2441KB.dll,2500000,69,0.0027502,0.0012174
BinaryDLL,Binary_2441KB.dll,2500000,70,0.0027482,0.0012124
BinaryDLL,Binary_2441KB.dll,2500000,71,0.0027667,0.0012331
BinaryDLL,Binary_2441KB.dll,2500000,72,0.0027637,0.0012258
BinaryDLL,Binary_2441KB.dll,2500000,73,0.002785,0.0012212
BinaryDLL,Binary_2441KB.dll,2500000,74,0.0027497,0.0012127
BinaryDLL,Binary_2441KB.dll,2500000,75,0.0027363,0.0012111
BinaryDLL,Binary_2441KB.dll,2500000,76,0.0027739,0.0012174
BinaryDLL,Binary_2441KB.dll,2500000,77,0.0028037,0.0012149
BinaryDLL,Binary_2441KB.dll,2500000,78,0.0027584,0.0012114
BinaryDLL,Binary_2441KB.dll,2500000,79,0.0028603,0.0012174
BinaryDLL,Binary_2441KB.dll,2500000,80,0.0027457,0.0012157
BinaryDLL,Binary_2441KB.dll,2500000,81,0.0027485,0.0012111
BinaryDLL,Binary_2441KB.dll,2500000,82,0.0028126,0.001213
BinaryDLL,Binary_2441KB.dll,2500000,83,0.0027966,0.0012144
BinaryDLL,Binary_2441KB.dll,2500000,84,0.0027576,0.0012121
BinaryDLL,Binary_2441KB.dll,2500000,85,0.0027711,0.0012124
BinaryDLL,Binary_2441KB.dll,2500000,86,0.0027585,0.0012131
BinaryDLL,Binary_2441KB.dll,2500000,87,0.002759,0.0012128
BinaryDLL,Binary_2441KB.dll,2500000,88,0.0027659,0.0012208
BinaryDLL,Binary_2441KB.dll,2500000,89,0.0033144,0.001211
BinaryDLL,Binary_2441KB.dll,2500000,90,0.0029284,0.0012163
BinaryDLL,Binary_2441KB.dll,2500000,91,0.0027892,0.0012108
BinaryDLL,Binary_2441KB.dll,2500000,92,0.0028487,0.0012212
BinaryDLL,Binary_2441KB.dll,2500000,93,0.0029913,0.0012214
BinaryDLL,Binary_2441KB.dll,2500000,94,0.0028416,0.0012115
BinaryDLL,Binary_2441KB.dll,2500000,95,0.002803,0.0012269
BinaryDLL,Binary_2441KB.dll,2500000,96,0.0028016,0.0012285
BinaryDLL,Binary_2441KB.dll,2500000,97,0.0027822,0.0012164
BinaryDLL,Binary_2441KB.dll,2500000,98,0.0027687,0.001212
BinaryDLL,Binary_2441KB.dll,2500000,99,0.0028187,0.0012137
BinaryDLL,Binary_2441KB.dll,2500000,100,0.002773,0.0012129
BinaryDLL,Binary_500MB.dll,500000000,1,0.5455013,0.254928
BinaryDLL,Binary_500MB.dll,500000000,2,0.545693,0.7426768
BinaryDLL,Binary_500MB.dll,500000000,3,0.5556618,0.2371685
BinaryDLL,Binary_500MB.dll,500000000,4,0.5459969,0.237157
BinaryDLL,Binary_500MB.dll,500000000,5,0.5476541,0.2372454
BinaryDLL,Binary_500MB.dll,500000000,6,0.5500583,0.742542
BinaryDLL,Binary_500MB.dll,500000000,7,0.5526055,0.2373517
BinaryDLL,Binary_500MB.dll,500000000,8,0.5592674,0.2372193
BinaryDLL,Binary_500MB.dll,500000000,9,0.5473896,0.2372336
BinaryDLL,Binary_500MB.dll,500000000,10,0.5461515,0.7444414
BinaryDLL,Binary_500MB.dll,500000000,11,0.5442215,0.2422883
BinaryDLL,Binary_500MB.dll,500000000,12,0.5510763,0.2431447
BinaryDLL,Binary_500MB.dll,500000000,13,0.5484536,0.2439409
BinaryDLL,Binary_500MB.dll,500000000,14,0.5734011,0.748098
BinaryDLL,Binary_500MB.dll,500000000,15,0.5471303,0.2371438
BinaryDLL,Binary_500MB.dll,500000000,16,0.5537381,0.237429
BinaryDLL,Binary_500MB.dll,500000000,17,0.5584649,0.2371491
BinaryDLL,Binary_500MB.dll,500000000,18,0.5615863,0.2372546
BinaryDLL,Binary_500MB.dll,500000000,19,0.5453623,0.7423709
BinaryDLL,Binary_500MB.dll,500000000,20,0.5430718,0.2372137
BinaryDLL,Binary_500MB.dll,500000000,21,0.5538427,0.2371405
BinaryDLL,Binary_500MB.dll,500000000,22,0.5426292,0.2373199
BinaryDLL,Binary_500MB.dll,500000000,23,0.5451578,0.7432803
BinaryDLL,Binary_500MB.dll,500000000,24,0.5458949,0.2373412
BinaryDLL,Binary_500MB.dll,500000000,25,0.5452101,0.2376304
BinaryDLL,Binary_500MB.dll,500000000,26,0.5507254,0.2417724
BinaryDLL,Binary_500MB.dll,500000000,27,0.548279,0.7448281
BinaryDLL,Binary_500MB.dll,500000000,28,0.549998,0.237336
BinaryDLL,Binary_500MB.dll,500000000,29,0.5454105,0.2381184
BinaryDLL,Binary_500MB.dll,500000000,30,0.549865,0.2374282
BinaryDLL,Binary_500MB.dll,500000000,31,0.5444944,0.7511893
BinaryDLL,Binary_500MB.dll,500000000,32,0.5484188,0.2416167
BinaryDLL,Binary_500MB.dll,500000000,33,0.5463617,0.2422052
BinaryDLL,Binary_500MB.dll,500000000,34,0.5439911,0.2416222
BinaryDLL,Binary_500MB.dll,500000000,35,0.5423756,0.2439236
BinaryDLL,Binary_500MB.dll,500000000,36,0.5610829,0.7425245
BinaryDLL,Binary_500MB.dll,500000000,37,0.5470086,0.2382083
BinaryDLL,Binary_500MB.dll,500000000,38,0.5497461,0.2374098
BinaryDLL,Binary_500MB.dll,500000000,39,0.5578513,0.2372873
BinaryDLL,Binary_500MB.dll,500000000,40,0.5810506,0.7442762
BinaryDLL,Binary_500MB.dll,500000000,41,0.5815746,0.2371503
BinaryDLL,Binary_500MB.dll,500000000,42,0.5561802,0.2372721
BinaryDLL,Binary_500MB.dll,500000000,43,0.5543183,0.2371928
BinaryDLL,Binary_500MB.dll,500000000,44,0.5819089,0.7478983
BinaryDLL,Binary_500MB.dll,500000000,45,1.0740999,0.2374271
BinaryDLL,Binary_500MB.dll,500000000,46,0.5698115,0.2371139
BinaryDLL,Binary_500MB.dll,500000000,47,1.0652774,0.23733
BinaryDLL,Binary_500MB.dll,500000000,48,0.5514362,0.7405563
BinaryDLL,Binary_500MB.dll,500000000,49,1.0564602,0.2470286
BinaryDLL,Binary_500MB.dll,500000000,50,0.5539555,0.2531857
BinaryDLL,Binary_500MB.dll,500000000,51,1.0677907,0.2430962
BinaryDLL,Binary_500MB.dll,500000000,52,1.0552143,0.2441824
BinaryDLL,Binary_500MB.dll,500000000,53,0.5471233,0.7445887
BinaryDLL,Binary_500MB.dll,500000000,54,1.0465268,0.2453855
BinaryDLL,Binary_500MB.dll,500000000,55,0.5629794,0.2428997
BinaryDLL,Binary_500MB.dll,500000000,56,1.0571044,0.2416475
BinaryDLL,Binary_500MB.dll,500000000,57,0.5546411,0.7521684
BinaryDLL,Binary_500MB.dll,500000000,58,1.0584364,0.2454071
BinaryDLL,Binary_500MB.dll,500000000,59,0.5460456,0.2373845
BinaryDLL,Binary_500MB.dll,500000000,60,1.0514695,0.2386548
BinaryDLL,Binary_500MB.dll,500000000,61,0.5456408,0.7529622
BinaryDLL,Binary_500MB.dll,500000000,62,1.0448953,0.2374834
BinaryDLL,Binary_500MB.dll,500000000,63,0.5453787,0.2374387
BinaryDLL,Binary_500MB.dll,500000000,64,1.049175,0.2371813
BinaryDLL,Binary_500MB.dll,500000000,65,0.541176,0.7398157
BinaryDLL,Binary_500MB.dll,500000000,66,1.0586961,0.2372689
BinaryDLL,Binary_500MB.dll,500000000,67,1.0444548,0.2371515
BinaryDLL,Binary_500MB.dll,500000000,68,0.5415122,0.2371546
BinaryDLL,Binary_500MB.dll,500000000,69,1.0518716,0.2373135
BinaryDLL,Binary_500MB.dll,500000000,70,0.5512441,0.7418003
BinaryDLL,Binary_500MB.dll,500000000,71,1.0478656,0.2373575
BinaryDLL,Binary_500MB.dll,500000000,72,0.5424748,0.2374266
